Country,HappinessRank,HappinessScore,Economy,Generosity,Trust,Health,Freedom
Congo (Brazzaville),139,3.989,0.67866,0.12387999999999999,0.11685999999999999,0.31051,0.41466000000000003
Comoros,140,3.9560000000000004,0.23906,0.17440999999999998,0.19899999999999998,0.36315,0.22916999999999998
Uganda,141,3.931,0.21101999999999999,0.29066,0.07267,0.33860999999999997,0.45726999999999995
Senegal,142,3.904,0.36498,0.20843000000000003,0.10712999999999999,0.4354,0.36772
Gabon,143,3.8960000000000004,1.06024,0.06822,0.11091,0.43372,0.31914000000000003
Niger,144,3.845,0.0694,0.19387000000000001,0.15639,0.29707,0.47691999999999996
Cambodia,145,3.819,0.46038,0.40359,0.07247,0.61114,0.66246
Tanzania,146,3.781,0.2852,0.34376999999999996,0.05747000000000001,0.38215,0.32878
Madagascar,147,3.681,0.20824,0.21333000000000002,0.08123999999999999,0.46721,0.19184
Central African Republic,148,3.678,0.0785,0.23835,0.08288999999999999,0.06699,0.48878999999999995
Chad,149,3.667,0.34193,0.18386,0.05269,0.1501,0.23501
Guinea,150,3.656,0.17417,0.28657,0.12139000000000001,0.24009,0.37725
Ivory Coast,151,3.655,0.46534,0.20165,0.17922000000000002,0.15185,0.46866
Burkina Faso,152,3.5869999999999997,0.25811999999999996,0.21746999999999997,0.12832000000000002,0.27125,0.39493
Afghanistan,153,3.575,0.31982,0.3651,0.09719,0.30335,0.23414000000000001
Rwanda,154,3.465,0.22208000000000003,0.22628,0.55191,0.42863999999999997,0.59201
Benin,155,3.34,0.28665,0.1826,0.0801,0.3191,0.4845
Syria,156,3.0060000000000002,0.6632,0.47179,0.18905999999999998,0.7219300000000001,0.15684
Burundi,157,2.905,0.0153,0.19727,0.10062,0.22396,0.1185
Togo,158,2.839,0.20868,0.16680999999999999,0.10730999999999999,0.28443,0.36453
